cve,legacy_date_published,current_date_published
CVE-2018-13126,2018-07-03,2022-10-03
CVE-2018-13127,2018-07-03,2022-10-03
CVE-2018-13128,2018-07-03,2022-10-03
CVE-2018-13129,2018-07-03,2022-10-03
CVE-2018-13130,2018-07-03,2022-10-03
CVE-2018-13131,2018-07-03,2022-10-03
CVE-2018-13132,2018-07-03,2022-10-03
CVE-2018-13145,2018-07-04,2022-10-03
CVE-2018-13146,2018-07-04,2022-10-03
CVE-2018-13258,2018-10-04,2018-09-20
CVE-2018-13283,2019-04-01,2019-03-31
CVE-2018-13284,2019-04-01,2019-03-31
CVE-2018-13285,2019-04-01,2019-03-31
CVE-2018-13286,2019-04-01,2019-03-31
CVE-2018-13287,2019-04-01,2019-03-31
CVE-2018-13288,2019-04-01,2019-03-31
CVE-2018-13289,2019-04-01,2019-03-31
CVE-2018-13290,2019-04-01,2019-03-31
CVE-2018-13291,2019-04-01,2019-03-31
CVE-2018-13292,2019-04-01,2019-03-31
CVE-2018-13293,2019-04-01,2019-03-31
CVE-2018-13294,2019-04-01,2019-03-31
CVE-2018-13295,2019-04-01,2019-03-31
CVE-2018-13296,2019-04-01,2019-03-31
CVE-2018-13297,2019-04-01,2019-03-31
CVE-2018-13298,2019-04-01,2019-03-31
CVE-2018-13299,2019-04-01,2019-03-31
CVE-2018-13325,2018-07-05,2022-10-03
CVE-2018-13328,2018-07-05,2022-10-03
CVE-2018-13341,2018-08-10,2018-08-09
CVE-2018-13385,2018-07-24,2018-07-18
CVE-2018-13386,2018-07-24,2018-07-18
CVE-2018-13387,2018-07-16,2018-07-13
CVE-2018-13388,2018-07-10,2018-07-09
CVE-2018-13389,2018-07-10,2018-07-09
CVE-2018-13390,2018-08-10,2018-08-09
CVE-2018-13391,2018-08-28,2018-08-24
CVE-2018-13395,2018-08-28,2018-08-27
CVE-2018-13396,2018-11-05,2018-10-31
CVE-2018-13397,2018-11-05,2018-10-31
CVE-2018-13398,2018-09-18,2018-09-17
CVE-2018-13399,2018-10-16,2018-09-28
CVE-2018-13403,2019-02-13,2019-01-18
CVE-2018-13404,2019-02-13,2019-01-18
CVE-2018-13407,2018-07-06,2022-10-03
CVE-2018-13408,2018-07-06,2022-10-03
CVE-2018-13409,2018-07-06,2022-10-03
CVE-2018-13422,2018-07-07,2022-10-03
CVE-2018-13423,2018-07-07,2022-10-03
CVE-2018-13444,2018-07-08,2022-10-03
CVE-2018-13445,2018-07-08,2022-10-03
CVE-2018-13447,2018-07-08,2022-10-03
CVE-2018-13448,2018-07-08,2022-10-03
CVE-2018-13449,2018-07-08,2022-10-03
CVE-2018-13450,2018-07-08,2022-10-03
CVE-2018-13797,2018-07-10,2022-10-03
CVE-2018-13799,2018-09-12,2018-09-11
CVE-2018-13800,2018-10-10,2018-10-09
CVE-2018-13801,2018-10-10,2018-10-09
CVE-2018-13802,2018-10-10,2018-10-09
CVE-2018-13806,2018-09-12,2018-09-11
CVE-2018-13807,2018-09-12,2018-09-11
CVE-2018-13819,2018-08-30,2018-08-29
CVE-2018-13820,2018-08-30,2018-08-29
CVE-2018-13821,2018-08-30,2018-08-29
CVE-2018-13822,2018-08-30,2018-08-29
CVE-2018-13823,2018-08-30,2018-08-29
CVE-2018-13824,2018-08-30,2018-08-29
CVE-2018-13825,2018-08-30,2018-08-29
CVE-2018-13826,2018-08-30,2018-08-29
CVE-2018-13833,2018-07-10,2022-10-03
CVE-2018-13863,2018-07-10,2022-10-03
CVE-2018-13865,2018-07-10,2022-10-03
CVE-2018-13866,2018-07-10,2022-10-03
CVE-2018-13867,2018-07-10,2022-10-03
CVE-2018-13868,2018-07-10,2022-10-03
CVE-2018-13869,2018-07-10,2022-10-03
CVE-2018-13870,2018-07-10,2022-10-03
CVE-2018-13871,2018-07-10,2022-10-03
CVE-2018-13872,2018-07-10,2022-10-03
CVE-2018-13873,2018-07-10,2022-10-03
CVE-2018-13874,2018-07-10,2022-10-03
CVE-2018-13875,2018-07-10,2022-10-03
CVE-2018-13876,2018-07-10,2022-10-03
CVE-2018-13878,2018-07-10,2022-10-03
CVE-2018-13879,2018-07-10,2022-10-03
CVE-2018-14012,2018-07-12,2022-10-03
CVE-2018-14014,2018-07-12,2022-10-03
CVE-2018-14031,2018-07-12,2022-10-03
CVE-2018-14033,2018-07-12,2022-10-03
CVE-2018-14034,2018-07-12,2022-10-03
CVE-2018-14035,2018-07-12,2022-10-03
CVE-2018-14043,2018-07-13,2022-10-03
CVE-2018-14044,2018-07-13,2022-10-03
CVE-2018-14045,2018-07-13,2022-10-03
CVE-2018-14047,2018-07-13,2022-10-03
CVE-2018-14049,2018-07-13,2022-10-03
CVE-2018-14050,2018-07-13,2022-10-03
CVE-2018-14051,2018-07-13,2022-10-03
CVE-2018-14052,2018-07-13,2022-10-03
CVE-2018-14066,2018-07-15,2022-10-03
CVE-2018-14072,2018-07-15,2022-10-03
CVE-2018-14073,2018-07-15,2022-10-03
CVE-2018-14084,2018-07-15,2022-10-03
CVE-2018-14085,2018-07-15,2022-10-03
CVE-2018-14086,2018-07-15,2022-10-03
CVE-2018-14087,2018-07-15,2022-10-03
CVE-2018-14088,2018-07-15,2022-10-03
CVE-2018-14089,2018-07-15,2022-10-03
CVE-2018-14338,2018-07-17,2022-10-03
CVE-2018-14345,2018-07-17,2022-10-03
CVE-2018-14387,2018-07-18,2022-10-03
CVE-2018-14388,2018-07-18,2022-10-03
CVE-2018-14389,2018-07-18,2022-10-03
CVE-2018-14439,2018-07-19,2022-10-03
CVE-2018-14440,2018-07-19,2022-10-03
CVE-2018-14441,2018-07-19,2022-10-03
CVE-2018-14442,2018-07-20,2022-10-03
CVE-2018-14471,2018-07-20,2022-10-03
CVE-2018-14472,2018-07-20,2022-10-03
CVE-2018-14474,2018-07-20,2022-10-03
CVE-2018-14492,2018-07-21,2022-10-03
CVE-2018-14573,2018-07-23,2022-10-03
CVE-2018-14579,2018-07-24,2022-10-03
CVE-2018-14582,2018-07-24,2022-10-03
CVE-2018-14583,2018-07-24,2022-10-03
CVE-2018-14776,2018-08-01,2022-10-03
CVE-2018-14777,2018-08-01,2022-10-03
CVE-2018-14781,2018-08-13,2018-08-08
CVE-2018-14782,2018-08-10,2018-08-09
CVE-2018-14783,2018-08-10,2018-08-09
CVE-2018-14784,2018-08-10,2018-08-09
CVE-2018-14785,2018-08-10,2018-08-09
CVE-2018-14787,2018-08-22,2018-08-14
CVE-2018-14788,2018-10-01,2018-09-27
CVE-2018-14789,2018-08-22,2018-08-14
CVE-2018-14790,2018-10-01,2018-09-27
CVE-2018-14791,2018-08-23,2018-08-16
CVE-2018-14792,2018-09-19,2018-09-18
CVE-2018-14793,2018-08-21,2018-08-16
CVE-2018-14794,2018-10-01,2018-09-27
CVE-2018-14795,2018-08-21,2018-08-16
CVE-2018-14797,2018-08-23,2018-08-16
CVE-2018-14798,2018-10-01,2018-09-27
CVE-2018-14799,2018-08-22,2018-08-16
CVE-2018-14800,2018-10-03,2018-10-02
CVE-2018-14801,2018-08-22,2018-08-16
CVE-2018-14802,2018-10-01,2018-09-27
CVE-2018-14803,2018-09-26,2018-08-31
CVE-2018-14804,2018-10-01,2018-09-27
CVE-2018-14805,2018-08-29,2018-08-28
CVE-2018-14807,2018-10-18,2018-09-04
CVE-2018-14808,2018-10-01,2018-09-27
CVE-2018-14809,2018-09-26,2018-09-11
CVE-2018-14810,2018-10-08,2018-10-04
CVE-2018-14811,2018-09-26,2018-09-11
CVE-2018-14812,2018-10-24,2018-10-09
CVE-2018-14813,2018-09-26,2018-09-11
CVE-2018-14817,2018-09-26,2018-09-11
CVE-2018-14818,2018-10-08,2018-10-04
CVE-2018-14819,2018-09-26,2018-09-11
CVE-2018-14823,2018-09-26,2018-09-11
CVE-2018-14825,2018-09-24,2018-09-13
CVE-2018-14838,2018-08-01,2022-10-03
CVE-2018-14877,2018-08-02,2022-10-03
CVE-2018-14911,2018-08-03,2022-10-03
CVE-2018-14923,2018-08-03,2022-10-03
CVE-2018-14958,2018-08-05,2022-10-03
CVE-2018-14959,2018-08-05,2022-10-03
CVE-2018-15123,2018-08-13,2018-08-08
CVE-2018-15124,2018-08-13,2018-08-08
CVE-2018-15125,2018-08-13,2018-08-08
CVE-2018-15129,2018-08-07,2022-10-03
CVE-2018-15130,2018-08-07,2022-10-03
CVE-2018-15174,2018-08-07,2022-10-03
CVE-2018-15175,2018-08-07,2022-10-03
CVE-2018-15176,2018-08-07,2022-10-03
CVE-2018-15192,2018-08-07,2022-10-03
CVE-2018-15193,2018-08-07,2022-10-03
CVE-2018-15197,2018-08-07,2022-10-03
CVE-2018-15198,2018-08-07,2022-10-03
CVE-2018-15199,2018-08-07,2022-10-03
CVE-2018-15202,2018-08-08,2022-10-03
CVE-2018-15203,2018-08-08,2022-10-03
CVE-2018-15310,2018-09-13,2018-09-12
CVE-2018-15311,2018-10-10,2018-10-09
CVE-2018-15312,2018-10-19,2018-10-17
CVE-2018-15313,2018-10-19,2018-10-18
CVE-2018-15314,2018-10-19,2018-10-18
CVE-2018-15315,2018-10-19,2018-10-17
CVE-2018-15316,2018-10-19,2018-10-17
CVE-2018-15361,2019-03-05,2019-03-01
CVE-2018-15368,2018-10-05,2018-09-26
CVE-2018-15369,2018-10-05,2018-09-26
CVE-2018-15370,2018-10-05,2018-09-26
CVE-2018-15371,2018-10-05,2018-09-26
CVE-2018-15372,2018-10-05,2018-09-26
CVE-2018-15373,2018-10-05,2018-09-26
CVE-2018-15374,2018-10-05,2018-09-26
CVE-2018-15375,2018-10-05,2018-09-26
CVE-2018-15376,2018-10-05,2018-09-26
CVE-2018-15377,2018-10-05,2018-09-26
CVE-2018-15378,2018-10-15,2018-10-03
CVE-2018-15379,2018-10-05,2018-10-03
CVE-2018-15381,2018-11-08,2018-11-07
CVE-2018-15382,2018-10-05,2018-10-03
CVE-2018-15383,2018-10-05,2018-10-03
CVE-2018-15386,2018-10-05,2018-10-03
CVE-2018-15387,2018-10-05,2018-10-03
CVE-2018-15388,2019-05-03,2019-05-01
CVE-2018-15389,2018-10-05,2018-10-03
CVE-2018-15390,2018-10-05,2018-10-03
CVE-2018-15391,2018-10-05,2018-10-03
CVE-2018-15392,2018-10-05,2018-10-03
CVE-2018-15393,2018-11-08,2018-11-07
CVE-2018-15394,2018-11-08,2018-11-07
CVE-2018-15396,2018-10-05,2018-10-03
CVE-2018-15397,2018-10-05,2018-10-03
CVE-2018-15398,2018-10-05,2018-10-03
CVE-2018-15399,2018-10-05,2018-10-03
CVE-2018-15400,2018-10-05,2018-10-03
CVE-2018-15401,2018-10-05,2018-10-03
CVE-2018-15403,2018-10-05,2018-10-03
CVE-2018-15404,2018-10-05,2018-10-03
CVE-2018-15405,2018-10-05,2018-10-03
CVE-2018-15406,2018-10-05,2018-10-03
CVE-2018-15407,2018-10-05,2018-10-03
CVE-2018-15408,2018-10-05,2018-10-03
CVE-2018-15409,2018-10-05,2018-10-03
CVE-2018-15410,2018-10-05,2018-10-03
CVE-2018-15411,2018-10-05,2018-10-03
CVE-2018-15412,2018-10-05,2018-10-03
CVE-2018-15413,2018-10-05,2018-10-03
CVE-2018-15414,2018-10-05,2018-09-19
CVE-2018-15415,2018-10-05,2018-10-03
CVE-2018-15416,2018-10-05,2018-10-03
CVE-2018-15417,2018-10-05,2018-10-03
CVE-2018-15418,2018-10-05,2018-10-03
CVE-2018-15419,2018-10-05,2018-10-03
CVE-2018-15420,2018-10-05,2018-10-03
CVE-2018-15421,2018-10-05,2018-09-19
CVE-2018-15422,2018-10-05,2018-09-19
CVE-2018-15423,2018-10-05,2018-10-03
CVE-2018-15424,2018-10-05,2018-10-03
CVE-2018-15425,2018-10-05,2018-10-03
CVE-2018-15426,2018-10-05,2018-10-03
CVE-2018-15427,2018-10-05,2018-09-21
CVE-2018-15428,2018-10-05,2018-10-03
CVE-2018-15429,2018-10-05,2018-10-03
CVE-2018-15430,2018-10-05,2018-10-03
CVE-2018-15431,2018-10-05,2018-10-03
CVE-2018-15432,2018-10-05,2018-10-03
CVE-2018-15433,2018-10-05,2018-10-03
CVE-2018-15434,2018-10-05,2018-10-03
CVE-2018-15436,2018-10-05,2018-10-03
CVE-2018-15437,2018-11-08,2018-11-07
CVE-2018-15439,2018-11-08,2018-11-07
CVE-2018-15440,2019-01-15,2019-01-09
CVE-2018-15443,2018-11-08,2018-11-07
CVE-2018-15444,2018-11-08,2018-11-07
CVE-2018-15445,2018-11-08,2018-11-07
CVE-2018-15446,2018-11-08,2018-11-07
CVE-2018-15447,2018-11-08,2018-11-07
CVE-2018-15448,2018-11-08,2018-11-07
CVE-2018-15449,2018-11-08,2018-11-07
CVE-2018-15450,2018-11-08,2018-11-07
CVE-2018-15451,2018-11-08,2018-11-07
CVE-2018-15452,2018-11-13,2018-10-29
CVE-2018-15453,2019-01-10,2019-01-09
CVE-2018-15454,2018-11-01,2018-10-31
CVE-2018-15456,2019-01-10,2019-01-09
CVE-2018-15457,2019-01-10,2019-01-09
CVE-2018-15458,2019-01-10,2019-01-09
CVE-2018-15460,2019-01-10,2019-01-09
CVE-2018-15461,2019-01-10,2019-01-09
CVE-2018-15462,2019-05-03,2019-05-01
CVE-2018-15463,2019-01-15,2019-01-09
CVE-2018-15464,2019-01-11,2019-01-09
CVE-2018-15465,2018-12-24,2018-12-19
CVE-2018-15466,2019-01-11,2019-01-09
CVE-2018-15467,2019-01-11,2019-01-09
CVE-2018-15601,2018-08-20,2022-10-03
CVE-2018-15603,2018-08-20,2022-10-03
CVE-2018-15640,2019-04-09,2019-04-05
CVE-2018-15660,2018-08-21,2022-10-03
CVE-2018-15661,2018-08-21,2022-10-03
CVE-2018-15686,2018-10-26,2018-10-25
CVE-2018-15687,2018-10-26,2018-10-25
CVE-2018-15688,2018-10-26,2018-10-25
CVE-2018-15691,2018-08-30,2018-08-29
CVE-2018-15694,2018-08-27,2018-08-24
CVE-2018-15695,2018-08-27,2018-08-24
CVE-2018-15696,2018-08-27,2018-08-24
CVE-2018-15697,2018-08-27,2018-08-24
CVE-2018-15698,2018-08-27,2018-08-24
CVE-2018-15699,2018-08-27,2018-08-24
CVE-2018-15703,2018-10-22,2018-10-18
CVE-2018-15704,2018-10-22,2018-10-18
CVE-2018-15708,2018-11-14,2018-11-13
CVE-2018-15709,2018-11-14,2018-11-13
CVE-2018-15710,2018-11-14,2018-11-13
CVE-2018-15711,2018-11-14,2018-11-13
CVE-2018-15712,2018-11-14,2018-11-13
CVE-2018-15713,2018-11-14,2018-11-13
CVE-2018-15714,2018-11-14,2018-11-13
CVE-2018-15715,2018-11-30,2018-11-29
CVE-2018-15716,2018-11-30,2018-11-29
CVE-2018-15720,2018-12-20,2018-12-19
CVE-2018-15721,2018-12-20,2018-12-19
CVE-2018-15722,2018-12-20,2018-12-19
CVE-2018-15723,2018-12-20,2018-12-19
CVE-2018-15748,2018-08-23,2022-10-03
CVE-2018-15754,2018-12-13,2018-12-10
CVE-2018-15755,2018-10-12,2018-10-02
CVE-2018-15756,2018-10-18,2018-10-16
CVE-2018-15758,2018-10-18,2018-10-16
CVE-2018-15759,2018-11-19,2018-11-15
CVE-2018-15761,2018-11-19,2018-11-01
CVE-2018-15762,2018-11-02,2018-10-29
CVE-2018-15763,2018-10-05,2018-10-02
CVE-2018-15764,2018-09-28,2018-09-24
CVE-2018-15765,2018-10-18,2018-10-15
CVE-2018-15766,2018-10-11,2018-10-09
CVE-2018-15767,2018-11-30,2018-11-02
CVE-2018-15768,2018-11-30,2018-11-02
CVE-2018-15771,2018-11-13,2018-11-09
CVE-2018-15772,2018-11-13,2018-11-09
CVE-2018-15773,2018-12-05,2018-12-03
CVE-2018-15774,2018-12-13,2018-12-11
CVE-2018-15776,2018-12-13,2018-12-11
CVE-2018-15778,2019-02-04,2019-02-01
CVE-2018-15780,2019-01-03,2018-12-28
CVE-2018-15781,2019-02-13,2019-02-06
CVE-2018-15782,2019-01-16,2019-01-03
CVE-2018-15784,2019-01-18,2019-01-14
CVE-2018-15795,2018-11-13,2018-11-09
CVE-2018-15796,2018-11-09,2018-11-07
CVE-2018-15797,2018-12-05,2018-12-03
CVE-2018-15798,2018-12-19,2018-12-13
CVE-2018-15800,2018-12-10,2018-12-06
CVE-2018-15801,2018-12-19,2018-12-18
CVE-2018-15804,2018-08-23,2022-10-03
CVE-2018-15807,2018-08-23,2022-10-03
CVE-2018-15808,2018-08-23,2022-10-03
CVE-2018-15809,2018-08-23,2022-10-03
CVE-2018-15876,2018-08-26,2022-10-03
CVE-2018-16098,2019-01-24,2019-01-10
CVE-2018-16158,2018-08-30,2022-10-03
CVE-2018-16275,2018-08-31,2022-10-03
CVE-2018-16298,2018-08-31,2022-10-03
CVE-2018-16328,2018-09-01,2022-10-03
CVE-2018-16329,2018-09-01,2022-10-03
CVE-2018-16397,2018-09-03,2022-10-03
CVE-2018-16416,2018-09-03,2022-10-03
CVE-2018-16459,2018-09-06,2018-09-01
CVE-2018-16518,2018-09-05,2022-10-03
CVE-2018-16521,2018-09-05,2022-10-03
CVE-2018-16545,2018-09-05,2022-10-03
CVE-2018-16546,2018-09-05,2022-10-03
CVE-2018-16549,2018-09-05,2022-10-03
CVE-2018-16604,2018-09-06,2022-10-03
CVE-2018-16622,2018-09-06,2022-10-03
CVE-2018-16709,2018-09-07,2022-10-03
CVE-2018-16710,2018-09-07,2022-10-03
CVE-2018-16715,2018-09-08,2022-10-03
CVE-2018-16807,2018-09-10,2022-10-03
CVE-2018-16976,2018-09-12,2022-10-03
CVE-2018-16977,2018-09-12,2022-10-03
CVE-2018-16978,2018-09-12,2022-10-03
CVE-2018-16979,2018-09-12,2022-10-03
CVE-2018-16980,2018-09-12,2022-10-03
CVE-2018-16982,2018-09-12,2022-10-03
CVE-2018-16987,2018-09-13,2022-10-03
CVE-2018-17004,2018-09-13,2022-10-03
CVE-2018-17005,2018-09-13,2022-10-03
CVE-2018-17006,2018-09-13,2022-10-03
CVE-2018-17007,2018-09-13,2022-10-03
CVE-2018-17008,2018-09-13,2022-10-03
CVE-2018-17009,2018-09-13,2022-10-03
CVE-2018-17010,2018-09-13,2022-10-03
CVE-2018-17011,2018-09-13,2022-10-03
CVE-2018-17012,2018-09-13,2022-10-03
CVE-2018-17013,2018-09-13,2022-10-03
CVE-2018-17014,2018-09-13,2022-10-03
CVE-2018-17015,2018-09-13,2022-10-03
CVE-2018-17016,2018-09-13,2022-10-03
CVE-2018-17017,2018-09-13,2022-10-03
CVE-2018-17018,2018-09-13,2022-10-03
CVE-2018-17019,2018-09-13,2022-10-03
CVE-2018-17020,2018-09-13,2022-10-03
CVE-2018-17021,2018-09-13,2022-10-03
CVE-2018-17022,2018-09-13,2022-10-03
CVE-2018-17023,2018-09-13,2022-10-03
CVE-2018-17025,2018-09-13,2022-10-03
CVE-2018-17026,2018-09-13,2022-10-03
CVE-2018-17108,2018-09-16,2022-10-03
CVE-2018-17154,2018-09-28,2018-09-27
CVE-2018-17155,2018-09-28,2018-09-27
CVE-2018-17175,2018-09-18,2022-10-03
CVE-2018-17176,2018-09-18,2022-10-03
CVE-2018-17177,2018-09-18,2022-10-03
CVE-2018-17178,2018-09-18,2022-10-03
CVE-2018-17189,2019-01-30,2019-01-22
CVE-2018-17199,2019-01-30,2019-01-22
CVE-2018-17207,2018-09-19,2022-10-03
CVE-2018-17208,2018-09-19,2022-10-03
CVE-2018-17228,2018-09-19,2022-10-03
CVE-2018-17231,2018-09-19,2022-10-03
CVE-2018-17243,2018-09-20,2022-10-03
CVE-2018-17256,2018-11-27,2018-11-17
CVE-2018-17320,2018-09-21,2022-10-03
CVE-2018-17321,2018-09-21,2022-10-03
CVE-2018-17322,2018-09-21,2022-10-03
CVE-2018-17341,2018-09-23,2022-10-03
CVE-2018-17482,2019-03-19,2019-03-04
CVE-2018-17483,2019-03-19,2019-03-04
CVE-2018-17484,2019-03-19,2019-03-04
CVE-2018-17485,2019-03-19,2019-03-04
CVE-2018-17486,2019-03-19,2019-03-04
CVE-2018-17487,2019-03-19,2019-03-04
CVE-2018-17488,2019-03-19,2019-03-04
CVE-2018-17489,2019-03-19,2019-03-04
CVE-2018-17490,2019-03-19,2019-03-04
CVE-2018-17491,2019-03-19,2019-03-04
CVE-2018-17492,2019-03-19,2019-03-04
CVE-2018-17493,2019-03-19,2019-03-04
CVE-2018-17494,2019-03-19,2019-03-04
CVE-2018-17495,2019-03-19,2019-03-04
CVE-2018-17496,2019-03-19,2019-03-04
CVE-2018-17497,2019-03-19,2019-03-04
CVE-2018-17499,2019-03-19,2019-03-04
CVE-2018-17500,2019-03-19,2019-03-04
CVE-2018-17502,2019-03-19,2019-03-04
CVE-2018-17542,2019-02-11,2018-11-23
CVE-2018-17555,2018-09-26,2022-10-03
CVE-2018-17556,2018-09-26,2022-10-03
CVE-2018-17568,2018-09-26,2022-10-03
CVE-2018-17569,2018-09-26,2022-10-03
CVE-2018-17570,2018-09-26,2022-10-03
CVE-2018-17607,2018-09-28,2022-10-03
CVE-2018-17608,2018-09-28,2022-10-03
CVE-2018-17609,2018-09-28,2022-10-03
CVE-2018-17610,2018-09-28,2022-10-03
CVE-2018-17611,2018-09-28,2022-10-03
CVE-2018-17785,2018-09-30,2022-10-03
CVE-2018-17888,2018-10-12,2018-10-11
CVE-2018-17889,2018-10-08,2018-10-04
CVE-2018-17890,2018-10-12,2018-10-11
CVE-2018-17892,2018-10-12,2018-10-11
CVE-2018-17894,2018-10-12,2018-10-11
CVE-2018-17896,2018-10-12,2018-09-28
CVE-2018-17898,2018-10-12,2018-09-28
CVE-2018-17900,2018-10-12,2018-09-28
CVE-2018-17902,2018-10-12,2018-09-28
CVE-2018-17903,2018-10-24,2018-10-23
CVE-2018-17905,2018-11-05,2018-10-17
CVE-2018-17907,2018-11-05,2018-10-17
CVE-2018-17909,2018-11-05,2018-10-17
CVE-2018-17913,2018-11-05,2018-10-17
CVE-2018-17915,2018-10-10,2018-10-09
CVE-2018-17917,2018-10-10,2018-10-09
CVE-2018-17919,2018-10-10,2018-10-09
CVE-2018-17921,2018-10-24,2018-10-23
CVE-2018-17923,2018-10-24,2018-10-23
CVE-2018-17925,2018-10-10,2018-10-09
CVE-2018-17926,2019-01-31,2018-12-18
CVE-2018-17928,2019-01-31,2018-12-18
CVE-2018-17930,2018-11-28,2018-11-20
CVE-2018-17935,2018-10-24,2018-10-23
CVE-2018-17937,2019-03-13,2019-02-14
CVE-2018-17946,2018-10-03,2022-10-03
CVE-2018-17947,2018-10-03,2022-10-03
CVE-2018-17948,2018-11-20,2018-11-17
CVE-2018-17953,2018-11-27,2018-11-15
CVE-2018-17955,2019-03-15,2019-01-07
CVE-2018-17956,2019-03-15,2019-01-07
CVE-2018-17957,2018-12-26,2018-12-23
CVE-2018-17967,2018-10-03,2022-10-03
CVE-2018-17969,2018-10-03,2022-10-03
CVE-2018-17986,2018-10-04,2022-10-03
CVE-2018-18070,2018-10-09,2022-10-03
CVE-2018-18071,2018-10-09,2022-10-03
CVE-2018-18075,2018-10-09,2022-10-03
CVE-2018-18089,2019-03-14,2019-03-12
CVE-2018-18090,2019-03-14,2019-03-12
CVE-2018-18091,2019-03-14,2019-03-12
CVE-2018-18098,2019-01-10,2019-01-08
CVE-2018-18190,2018-10-09,2022-10-03
CVE-2018-18191,2018-10-09,2022-10-03
CVE-2018-18192,2018-10-09,2022-10-03
CVE-2018-18193,2018-10-09,2022-10-03
CVE-2018-18194,2018-10-09,2022-10-03
CVE-2018-18196,2018-10-09,2022-10-03
CVE-2018-18197,2018-10-09,2022-10-03
CVE-2018-18198,2018-10-09,2022-10-03
CVE-2018-18199,2018-10-09,2022-10-03
CVE-2018-18200,2018-10-09,2022-10-03
CVE-2018-18202,2018-10-09,2022-10-03
CVE-2018-18206,2018-10-10,2022-10-03
CVE-2018-18240,2018-10-11,2022-10-03
CVE-2018-18270,2018-10-12,2022-10-03
CVE-2018-18271,2018-10-12,2022-10-03
CVE-2018-18282,2018-10-12,2022-10-03
CVE-2018-18289,2018-10-14,2022-10-03
CVE-2018-18291,2018-10-14,2022-10-03
CVE-2018-18318,2018-10-15,2022-10-03
CVE-2018-18319,2018-10-15,2022-10-03
CVE-2018-18320,2018-10-15,2022-10-03
CVE-2018-18363,2019-01-24,2019-01-09
CVE-2018-18364,2019-02-08,2019-01-22
CVE-2018-18374,2018-10-15,2022-10-03
CVE-2018-18375,2018-10-15,2022-10-03
CVE-2018-18376,2018-10-15,2022-10-03
CVE-2018-18377,2018-10-15,2022-10-03
CVE-2018-18389,2018-10-16,2022-10-03
CVE-2018-18390,2018-10-19,2018-10-18
CVE-2018-18391,2018-10-19,2018-10-18
CVE-2018-18392,2018-10-19,2018-10-18
CVE-2018-18393,2018-10-19,2018-10-18
CVE-2018-18394,2018-10-19,2018-10-18
CVE-2018-18395,2018-10-19,2018-10-18
CVE-2018-18396,2018-10-19,2018-10-18
CVE-2018-18436,2018-10-17,2022-10-03
CVE-2018-18480,2018-10-18,2022-10-03
CVE-2018-18482,2018-10-18,2022-10-03
CVE-2018-18485,2018-10-18,2022-10-03
CVE-2018-18487,2018-10-18,2022-10-03
CVE-2018-18488,2018-10-18,2022-10-03
CVE-2018-18529,2018-10-19,2022-10-03
CVE-2018-18530,2018-10-19,2022-10-03
CVE-2018-18531,2018-10-19,2022-10-03
CVE-2018-18546,2018-10-20,2022-10-03
CVE-2018-18550,2018-10-21,2022-10-03
CVE-2018-18578,2018-10-22,2022-10-03
CVE-2018-18579,2018-10-22,2022-10-03
CVE-2018-18587,2018-10-23,2022-10-03
CVE-2018-18589,2018-10-23,2018-10-19
CVE-2018-18591,2018-11-13,2018-11-12
CVE-2018-18599,2018-10-23,2022-10-03
CVE-2018-18608,2018-10-23,2022-10-03
CVE-2018-18622,2018-10-23,2022-10-03
CVE-2018-18626,2018-10-23,2022-10-03
CVE-2018-18628,2018-10-23,2022-10-03
CVE-2018-18650,2018-10-25,2022-10-03
CVE-2018-18651,2018-10-25,2022-10-03
CVE-2018-18654,2018-10-25,2022-10-03
CVE-2018-18655,2018-10-25,2022-10-03
CVE-2018-18656,2018-10-26,2022-10-03
CVE-2018-18657,2018-10-26,2022-10-03
CVE-2018-18658,2018-10-26,2022-10-03
CVE-2018-18659,2018-10-26,2022-10-03
CVE-2018-18660,2018-10-26,2022-10-03
CVE-2018-18694,2018-10-26,2022-10-03
CVE-2018-18699,2018-10-27,2022-10-03
CVE-2018-18749,2018-10-27,2022-10-03
CVE-2018-18752,2018-10-28,2022-10-03
CVE-2018-18753,2018-10-28,2022-10-03
CVE-2018-18754,2018-10-28,2022-10-03
CVE-2018-18764,2018-10-28,2022-10-03
CVE-2018-18771,2018-10-28,2022-10-03
CVE-2018-18778,2018-10-28,2022-10-03
CVE-2018-18808,2019-03-07,2019-03-06
CVE-2018-18809,2019-03-07,2019-03-06
CVE-2018-18815,2019-03-07,2019-03-06
CVE-2018-18816,2019-03-07,2019-03-06
CVE-2018-18817,2018-10-29,2022-10-03
CVE-2018-18869,2018-10-31,2022-10-03
CVE-2018-18874,2018-10-31,2022-10-03
CVE-2018-18887,2018-10-31,2022-10-03
CVE-2018-18888,2018-10-31,2022-10-03
CVE-2018-18890,2018-10-31,2022-10-03
CVE-2018-18891,2018-10-31,2022-10-03
CVE-2018-18892,2018-10-31,2022-10-03
CVE-2018-18919,2018-11-04,2022-10-03
CVE-2018-18928,2018-11-04,2022-10-03
CVE-2018-18949,2018-11-05,2022-10-03
CVE-2018-18950,2018-11-05,2022-10-03
CVE-2018-18952,2018-11-05,2022-10-03
CVE-2018-18980,2018-11-05,2022-10-03
CVE-2018-18981,2019-01-24,2018-12-20
CVE-2018-18985,2019-01-29,2019-01-10
CVE-2018-18986,2019-02-05,2019-01-15
