cve,legacy_date_published,current_date_published
CVE-2018-18988,2019-02-01,2019-01-15
CVE-2018-18990,2019-02-05,2019-01-15
CVE-2018-18992,2019-02-05,2019-01-15
CVE-2018-18996,2019-02-05,2019-01-15
CVE-2018-18998,2019-02-05,2019-01-15
CVE-2018-1999006,2018-07-23,2022-10-03
CVE-2018-1999008,2018-07-23,2022-10-03
CVE-2018-1999009,2018-07-23,2022-10-03
CVE-2018-1999016,2018-07-23,2022-10-03
CVE-2018-1999017,2018-07-23,2022-10-03
CVE-2018-1999018,2018-07-23,2022-10-03
CVE-2018-1999019,2018-07-23,2022-10-03
CVE-2018-1999020,2018-07-23,2022-10-03
CVE-2018-1999021,2018-07-23,2022-10-03
CVE-2018-1999022,2018-07-23,2022-10-03
CVE-2018-1999023,2018-07-23,2022-10-03
CVE-2018-1999024,2018-07-23,2022-10-03
CVE-2018-1999025,2018-08-01,2022-10-03
CVE-2018-1999027,2018-08-01,2022-10-03
CVE-2018-1999028,2018-08-01,2022-10-03
CVE-2018-1999029,2018-08-01,2022-10-03
CVE-2018-1999030,2018-08-01,2022-10-03
CVE-2018-1999031,2018-08-01,2022-10-03
CVE-2018-1999032,2018-08-01,2022-10-03
CVE-2018-1999033,2018-08-01,2022-10-03
CVE-2018-1999034,2018-08-01,2022-10-03
CVE-2018-1999035,2018-08-01,2022-10-03
CVE-2018-1999036,2018-08-01,2022-10-03
CVE-2018-1999037,2018-08-01,2022-10-03
CVE-2018-1999038,2018-08-01,2022-10-03
CVE-2018-1999039,2018-08-01,2022-10-03
CVE-2018-1999040,2018-08-01,2022-10-03
CVE-2018-1999041,2018-08-01,2022-10-03
CVE-2018-1999042,2018-08-23,2022-10-03
CVE-2018-1999043,2018-08-23,2022-10-03
CVE-2018-1999044,2018-08-23,2022-10-03
CVE-2018-1999045,2018-08-23,2022-10-03
CVE-2018-1999046,2018-08-23,2022-10-03
CVE-2018-1999047,2018-08-23,2022-10-03
CVE-2018-19000,2019-02-05,2019-01-15
CVE-2018-19002,2019-02-05,2019-01-15
CVE-2018-19004,2019-02-01,2019-01-15
CVE-2018-19008,2019-02-13,2019-01-17
CVE-2018-19009,2019-01-25,2019-01-10
CVE-2018-19010,2019-01-28,2019-01-22
CVE-2018-19011,2019-01-22,2019-01-17
CVE-2018-19012,2019-01-28,2018-01-22
CVE-2018-19013,2019-01-22,2019-01-17
CVE-2018-19014,2019-01-28,2019-01-22
CVE-2018-19015,2019-01-28,2019-01-17
CVE-2018-19017,2019-01-22,2019-01-17
CVE-2018-19018,2019-02-12,2019-01-17
CVE-2018-19019,2019-01-22,2019-01-17
CVE-2018-19020,2019-02-12,2019-01-17
CVE-2018-19021,2019-01-25,2019-01-10
CVE-2018-19023,2019-01-25,2019-01-03
CVE-2018-19027,2019-01-30,2019-01-10
CVE-2018-19029,2019-02-05,2019-01-15
CVE-2018-19050,2018-11-06,2022-10-03
CVE-2018-19051,2018-11-06,2022-10-03
CVE-2018-19061,2018-11-07,2022-10-03
CVE-2018-19114,2018-11-08,2022-10-03
CVE-2018-19131,2018-11-09,2022-10-03
CVE-2018-19133,2018-11-09,2022-10-03
CVE-2018-19137,2018-11-09,2022-10-03
CVE-2018-19168,2018-11-10,2022-10-03
CVE-2018-19170,2018-11-11,2022-10-03
CVE-2018-19180,2018-11-11,2022-10-03
CVE-2018-19181,2018-11-11,2022-10-03
CVE-2018-19192,2018-11-12,2022-10-03
CVE-2018-19193,2018-11-12,2022-10-03
CVE-2018-19194,2018-11-12,2022-10-03
CVE-2018-19195,2018-11-12,2022-10-03
CVE-2018-19196,2018-11-12,2022-10-03
CVE-2018-19197,2018-11-12,2022-10-03
CVE-2018-19203,2018-11-12,2022-10-03
CVE-2018-19204,2018-11-12,2022-10-03
CVE-2018-19205,2018-11-12,2022-10-03
CVE-2018-19212,2018-11-12,2022-10-03
CVE-2018-19213,2018-11-12,2022-10-03
CVE-2018-19220,2018-11-12,2022-10-03
CVE-2018-19221,2018-11-12,2022-10-03
CVE-2018-19222,2018-11-12,2022-10-03
CVE-2018-19223,2018-11-12,2022-10-03
CVE-2018-19224,2018-11-12,2022-10-03
CVE-2018-19225,2018-11-12,2022-10-03
CVE-2018-19226,2018-11-12,2022-10-03
CVE-2018-19227,2018-11-12,2022-10-03
CVE-2018-19228,2018-11-12,2022-10-03
CVE-2018-19229,2018-11-12,2022-10-03
CVE-2018-19278,2018-11-14,2022-10-03
CVE-2018-19279,2018-11-14,2022-10-03
CVE-2018-19318,2018-11-16,2022-10-03
CVE-2018-19319,2018-11-16,2022-10-03
CVE-2018-19324,2018-11-17,2022-10-03
CVE-2018-19326,2018-11-17,2022-10-03
CVE-2018-19341,2018-11-17,2022-10-03
CVE-2018-19342,2018-11-17,2022-10-03
CVE-2018-19343,2018-11-17,2022-10-03
CVE-2018-19344,2018-11-17,2022-10-03
CVE-2018-19345,2018-11-17,2022-10-03
CVE-2018-19346,2018-11-17,2022-10-03
CVE-2018-19347,2018-11-17,2022-10-03
CVE-2018-19348,2018-11-17,2022-10-03
CVE-2018-19367,2018-11-20,2022-10-03
CVE-2018-19410,2018-11-21,2022-10-03
CVE-2018-19411,2018-11-21,2022-10-03
CVE-2018-19420,2018-11-21,2022-10-03
CVE-2018-19421,2018-11-21,2022-10-03
CVE-2018-19424,2018-11-21,2022-10-03
CVE-2018-19457,2018-11-22,2022-10-03
CVE-2018-19458,2018-11-22,2022-10-03
CVE-2018-19459,2018-11-22,2022-10-03
CVE-2018-19517,2018-11-24,2022-10-03
CVE-2018-19559,2018-11-26,2022-10-03
CVE-2018-19560,2018-11-26,2022-10-03
CVE-2018-19561,2018-11-26,2022-10-03
CVE-2018-19562,2018-11-26,2022-10-03
CVE-2018-19564,2018-11-26,2022-10-03
CVE-2018-19565,2018-11-26,2022-10-03
CVE-2018-19566,2018-11-26,2022-10-03
CVE-2018-19567,2018-11-26,2022-10-03
CVE-2018-19568,2018-11-26,2022-10-03
CVE-2018-19620,2018-11-28,2022-10-03
CVE-2018-19621,2018-11-28,2022-10-03
CVE-2018-19634,2019-01-22,2019-01-17
CVE-2018-19635,2019-01-22,2019-01-17
CVE-2018-19636,2019-03-05,2019-02-21
CVE-2018-19637,2019-03-05,2019-02-21
CVE-2018-19638,2019-03-05,2019-02-21
CVE-2018-19639,2019-03-05,2019-02-21
CVE-2018-19640,2019-03-05,2019-02-21
CVE-2018-19641,2019-03-27,2019-01-23
CVE-2018-19642,2019-03-27,2019-01-23
CVE-2018-19643,2019-03-27,2019-01-23
CVE-2018-19644,2019-03-27,2019-01-23
CVE-2018-19645,2019-02-12,2019-01-23
CVE-2018-19646,2018-11-28,2022-10-03
CVE-2018-19651,2018-11-28,2022-10-03
CVE-2018-19666,2018-11-29,2022-10-03
CVE-2018-19748,2018-11-29,2022-10-03
CVE-2018-19755,2018-11-29,2022-10-03
CVE-2018-19756,2018-11-29,2022-10-03
CVE-2018-19757,2018-11-29,2022-10-03
CVE-2018-19759,2018-11-29,2022-10-03
CVE-2018-19760,2018-11-29,2022-10-03
CVE-2018-19761,2018-11-29,2022-10-03
CVE-2018-19762,2018-11-29,2022-10-03
CVE-2018-19763,2018-11-29,2022-10-03
CVE-2018-19876,2018-12-05,2022-10-03
CVE-2018-19887,2018-12-05,2022-10-03
CVE-2018-19888,2018-12-05,2022-10-03
CVE-2018-19889,2018-12-05,2022-10-03
CVE-2018-19890,2018-12-05,2022-10-03
CVE-2018-19891,2018-12-05,2022-10-03
CVE-2018-19894,2018-12-05,2022-10-03
CVE-2018-19895,2018-12-05,2022-10-03
CVE-2018-19896,2018-12-05,2022-10-03
CVE-2018-19897,2018-12-05,2022-10-03
CVE-2018-19898,2018-12-05,2022-10-03
CVE-2018-19911,2018-12-06,2022-10-03
CVE-2018-19919,2018-12-06,2022-10-03
CVE-2018-19921,2018-12-06,2022-10-03
CVE-2018-19922,2018-12-06,2022-10-03
CVE-2018-19923,2018-12-06,2022-10-03
CVE-2018-19924,2018-12-06,2022-10-03
CVE-2018-19925,2018-12-06,2022-10-03
CVE-2018-19941,2020-12-31,2020-12-30
CVE-2018-19944,2020-12-31,2020-12-30
CVE-2018-19945,2020-12-31,2020-12-30
CVE-2018-19950,2020-11-02,2020-10-30
CVE-2018-19951,2020-11-02,2020-10-30
CVE-2018-19952,2020-11-02,2020-10-30
CVE-2018-19954,2020-11-02,2020-10-30
CVE-2018-19955,2020-11-02,2020-10-30
CVE-2018-19956,2020-11-02,2020-10-30
CVE-2018-19960,2018-12-07,2022-10-03
CVE-2018-1038,2018-04-02,2018-03-29
CVE-2018-1052,2018-02-09,2018-02-08
CVE-2018-1053,2018-02-09,2018-02-08
CVE-2018-1054,2018-03-07,2018-03-05
CVE-2018-1058,2018-03-02,2018-03-01
CVE-2018-1059,2018-04-24,2018-04-23
CVE-2018-1064,2018-03-28,2018-03-14
CVE-2018-1068,2018-03-16,2018-03-05
CVE-2018-1081,2018-04-04,2018-03-26
CVE-2018-1082,2018-04-04,2018-03-26
CVE-2018-1083,2018-03-28,2018-03-26
CVE-2018-1099,2018-04-03,2018-02-25
CVE-2018-1101,2018-05-02,2018-04-27
CVE-2018-1104,2018-05-02,2018-04-27
CVE-2018-1128,2018-07-10,2018-07-09
CVE-2018-1129,2018-07-10,2018-07-09
CVE-2018-1131,2018-05-15,2018-05-14
CVE-2018-1141,2018-03-20,2018-03-19
CVE-2018-1142,2018-03-28,2018-03-27
CVE-2018-1143,2018-04-19,2018-04-16
CVE-2018-1144,2018-04-19,2018-04-16
CVE-2018-1145,2018-04-19,2018-04-16
CVE-2018-1146,2018-04-19,2018-04-16
CVE-2018-1147,2018-05-18,2018-05-15
CVE-2018-1148,2018-05-18,2018-05-15
CVE-2018-1149,2018-09-19,2018-09-17
CVE-2018-1150,2018-09-19,2018-09-17
CVE-2018-1152,2018-06-18,2018-06-12
CVE-2018-1153,2018-06-18,2018-06-13
CVE-2018-1154,2018-08-02,2018-07-31
CVE-2018-1155,2018-08-02,2018-07-31
CVE-2018-1156,2018-08-23,2018-08-22
CVE-2018-1157,2018-08-23,2018-08-22
CVE-2018-1158,2018-08-23,2018-08-22
CVE-2018-1159,2018-08-23,2018-08-22
CVE-2018-1183,2018-04-30,2018-04-25
CVE-2018-1186,2018-03-26,2018-03-19
CVE-2018-1187,2018-03-26,2018-03-19
CVE-2018-1188,2018-03-26,2018-03-19
CVE-2018-1189,2018-03-26,2018-03-19
CVE-2018-1191,2018-03-29,2018-03-28
CVE-2018-1193,2018-05-23,2018-05-21
CVE-2018-1195,2018-03-19,2018-03-05
CVE-2018-1196,2018-03-19,2018-01-30
CVE-2018-1197,2018-03-19,2018-02-22
CVE-2018-1198,2018-09-17,2018-09-13
CVE-2018-1199,2018-03-16,2018-01-29
CVE-2018-1200,2018-03-16,2018-02-13
CVE-2018-1201,2018-03-26,2018-03-19
CVE-2018-1202,2018-03-26,2018-03-19
CVE-2018-1203,2018-03-26,2018-03-19
CVE-2018-1204,2018-03-26,2018-03-19
CVE-2018-1205,2018-03-27,2018-03-26
CVE-2018-1211,2018-03-23,2018-03-20
CVE-2018-1212,2018-07-02,2018-06-26
CVE-2018-1213,2018-03-26,2018-03-19
CVE-2018-1217,2018-04-09,2018-04-05
CVE-2018-1218,2018-03-19,2018-03-16
CVE-2018-1221,2018-03-19,2018-02-13
CVE-2018-1223,2018-09-17,2018-09-14
CVE-2018-1229,2018-03-21,2018-03-16
CVE-2018-1230,2018-03-21,2018-03-16
CVE-2018-1231,2018-03-27,2018-03-26
CVE-2018-1232,2018-03-30,2018-03-26
CVE-2018-1233,2018-03-30,2018-03-26
CVE-2018-1234,2018-03-30,2018-03-26
CVE-2018-1235,2018-05-29,2018-05-22
CVE-2018-1237,2018-03-27,2018-03-26
CVE-2018-1238,2018-03-27,2018-03-26
CVE-2018-1239,2018-05-08,2018-05-03
CVE-2018-1240,2018-04-18,2018-04-11
CVE-2018-1241,2018-05-29,2018-05-22
CVE-2018-1242,2018-05-29,2018-05-22
CVE-2018-1243,2018-07-02,2018-06-26
CVE-2018-1244,2018-07-02,2018-06-26
CVE-2018-1245,2018-07-13,2018-07-11
CVE-2018-1246,2018-09-28,2018-09-18
CVE-2018-1247,2018-05-08,2018-05-04
CVE-2018-1248,2018-05-08,2018-05-04
CVE-2018-1249,2018-07-02,2018-06-26
CVE-2018-1250,2018-09-28,2018-09-18
CVE-2018-1251,2018-09-28,2018-09-18
CVE-2018-1252,2018-06-05,2018-05-31
CVE-2018-1253,2018-06-21,2018-06-12
CVE-2018-1254,2018-06-21,2018-06-12
CVE-2018-1255,2018-07-13,2018-07-11
CVE-2018-1256,2018-05-07,2018-04-29
CVE-2018-1257,2018-05-11,2018-05-09
CVE-2018-1258,2018-05-11,2018-05-09
CVE-2018-1259,2018-05-11,2018-05-09
CVE-2018-1260,2018-05-11,2018-05-09
CVE-2018-1261,2018-05-11,2018-05-09
CVE-2018-1262,2018-05-15,2018-05-09
CVE-2018-1263,2018-05-15,2018-05-09
CVE-2018-1264,2018-10-05,2018-09-27
CVE-2018-1265,2018-06-06,2018-06-05
CVE-2018-1266,2018-03-27,2018-03-26
CVE-2018-1267,2018-03-27,2018-03-26
CVE-2018-1268,2018-06-06,2018-06-05
CVE-2018-1269,2018-06-06,2018-06-05
CVE-2018-1270,2018-04-06,2018-04-05
CVE-2018-1271,2018-04-06,2018-04-05
CVE-2018-1272,2018-04-06,2018-04-05
CVE-2018-1273,2018-04-11,2018-04-10
CVE-2018-1274,2018-04-18,2018-04-10
CVE-2018-1275,2018-04-11,2018-04-09
CVE-2018-1276,2018-05-17,2018-05-16
CVE-2018-1278,2018-05-11,2018-05-10
CVE-2018-1279,2018-12-10,2018-12-05
CVE-2018-1280,2018-05-11,2018-05-07
CVE-2018-1281,2018-06-08,2018-01-02
CVE-2018-1282,2018-04-05,2018-04-04
CVE-2018-1283,2018-03-26,2018-03-23
CVE-2018-1284,2018-04-05,2018-04-04
CVE-2018-1286,2018-02-28,2018-02-25
CVE-2018-1287,2018-02-14,2018-02-11
CVE-2018-1289,2018-04-20,2018-04-19
CVE-2018-1290,2018-04-20,2018-04-19
CVE-2018-1291,2018-04-20,2018-04-19
CVE-2018-1292,2018-04-20,2018-04-19
CVE-2018-1294,2018-03-20,2018-03-19
CVE-2018-1295,2018-04-02,2018-04-01
CVE-2018-1296,2019-02-07,2019-01-24
CVE-2018-1297,2018-02-13,2018-02-11
CVE-2018-1298,2018-02-09,2018-02-08
CVE-2018-1301,2018-03-26,2018-03-23
CVE-2018-1302,2018-03-26,2018-03-23
CVE-2018-1303,2018-03-26,2018-03-23
CVE-2018-1304,2018-02-28,2018-02-23
CVE-2018-1307,2018-02-09,2017-11-10
CVE-2018-1308,2018-04-09,2018-04-08
CVE-2018-1309,2018-05-23,2018-04-08
CVE-2018-1310,2018-05-23,2018-04-08
CVE-2018-1312,2018-03-26,2018-03-23
CVE-2018-1313,2018-05-07,2018-05-05
CVE-2018-1315,2018-04-05,2018-04-04
CVE-2018-1316,2018-03-05,2009-08-08
CVE-2018-1318,2018-08-29,2018-08-28
CVE-2018-1333,2018-06-18,2018-07-17
CVE-2018-1334,2018-07-12,2018-07-11
CVE-2018-1336,2018-08-02,2018-07-22
CVE-2018-1340,2019-02-07,2019-01-23
CVE-2018-1342,2018-01-25,2017-12-08
CVE-2018-1351,2018-06-28,2018-06-22
CVE-2018-1353,2018-09-05,2018-08-27
CVE-2018-1361,2018-01-11,2018-01-09
CVE-2018-1362,2018-01-19,2018-01-12
CVE-2018-1363,2018-04-25,2018-04-23
CVE-2018-1364,2018-01-29,2018-01-25
CVE-2018-1366,2018-02-07,2018-01-25
CVE-2018-1368,2018-02-09,2018-02-06
CVE-2018-1369,2018-05-29,2018-05-24
CVE-2018-1370,2018-05-29,2018-05-24
CVE-2018-1371,2018-04-17,2018-04-13
CVE-2018-1372,2018-02-27,2018-02-21
CVE-2018-1373,2018-03-02,2018-02-21
CVE-2018-1374,2018-06-26,2018-06-22
CVE-2018-1375,2018-05-29,2018-05-24
CVE-2018-1376,2018-05-29,2018-05-24
CVE-2018-1377,2018-02-26,2018-02-21
CVE-2018-1380,2018-10-29,2018-10-16
CVE-2018-1382,2018-02-07,2018-02-02
CVE-2018-1383,2018-02-13,2018-02-08
CVE-2018-1384,2018-03-30,2018-03-24
CVE-2018-1386,2018-03-13,2018-03-05
CVE-2018-1387,2018-03-08,2018-03-02
CVE-2018-1388,2018-02-07,2018-02-01
CVE-2018-1389,2018-04-30,2018-04-27
CVE-2018-1390,2018-03-30,2018-03-22
CVE-2018-1391,2018-02-22,2018-02-19
CVE-2018-1392,2018-02-22,2018-02-19
CVE-2018-1393,2018-06-13,2018-06-08
CVE-2018-1394,2018-08-20,2018-08-16
CVE-2018-1395,2018-10-02,2018-10-01
CVE-2018-1396,2018-07-10,2018-07-06
CVE-2018-1398,2018-07-20,2018-07-17
CVE-2018-1399,2018-02-27,2018-02-26
CVE-2018-1401,2018-02-09,2018-02-06
CVE-2018-1403,2018-10-02,2018-10-01
CVE-2018-1404,2018-10-02,2018-10-01
CVE-2018-1405,2018-10-02,2018-10-01
CVE-2018-1407,2018-07-10,2018-07-06
CVE-2018-1408,2018-07-10,2018-07-06
CVE-2018-1409,2018-02-19,2018-02-13
CVE-2018-1410,2018-02-19,2018-02-13
CVE-2018-1411,2018-02-19,2018-02-13
CVE-2018-1413,2018-05-07,2018-05-04
CVE-2018-1414,2018-02-22,2018-02-20
CVE-2018-1415,2018-02-22,2018-02-20
CVE-2018-1416,2018-02-27,2018-02-22
CVE-2018-1417,2018-02-22,2018-02-20
CVE-2018-1418,2018-04-26,2018-04-24
CVE-2018-1419,2018-06-15,2018-06-12
CVE-2018-1420,2018-10-01,2018-09-25
CVE-2018-1421,2018-04-04,2018-04-03
CVE-2018-1422,2018-08-06,2018-08-02
CVE-2018-1423,2018-07-10,2018-07-06
CVE-2018-1424,2018-12-07,2018-12-05
CVE-2018-1425,2018-02-27,2018-02-19
CVE-2018-1426,2018-03-22,2018-03-15
CVE-2018-1427,2018-03-22,2018-03-15
CVE-2018-1428,2018-03-22,2018-03-15
CVE-2018-1429,2018-03-23,2018-03-21
CVE-2018-1430,2018-04-30,2018-04-27
CVE-2018-1431,2018-06-13,2018-06-11
CVE-2018-1432,2018-06-05,2018-06-01
CVE-2018-1434,2018-05-17,2018-05-14
CVE-2018-1435,2018-03-13,2018-03-08
CVE-2018-1437,2018-03-13,2018-03-08
CVE-2018-1439,2018-10-02,2018-10-01
CVE-2018-1440,2018-10-02,2018-10-01
CVE-2018-1441,2018-03-13,2018-03-10
CVE-2018-1442,2018-03-08,2018-03-02
CVE-2018-1443,2018-03-08,2018-03-02
CVE-2018-1444,2018-03-13,2018-03-08
CVE-2018-1445,2018-04-17,2018-04-10
CVE-2018-1447,2018-04-04,2018-03-29
CVE-2018-1448,2018-03-22,2018-03-14
CVE-2018-1449,2018-05-25,2018-05-22
CVE-2018-1450,2018-05-25,2018-05-22
CVE-2018-1451,2018-05-25,2018-05-22
CVE-2018-1452,2018-05-25,2018-05-22
CVE-2018-1453,2018-06-08,2018-06-06
CVE-2018-1454,2018-06-05,2018-06-01
CVE-2018-1455,2018-08-15,2018-08-13
CVE-2018-1457,2018-06-27,2018-06-21
CVE-2018-1458,2018-07-10,2018-07-06
CVE-2018-1459,2018-05-25,2018-05-23
CVE-2018-1460,2018-06-15,2018-06-14
CVE-2018-1461,2018-05-17,2018-05-14
CVE-2018-1462,2018-05-17,2018-05-14
CVE-2018-1463,2018-05-17,2018-05-14
CVE-2018-1464,2018-05-17,2018-05-14
CVE-2018-1465,2018-05-17,2018-05-14
CVE-2018-1466,2018-05-17,2018-05-14
CVE-2018-1467,2018-05-25,2018-05-22
CVE-2018-1468,2018-05-02,2018-04-30
CVE-2018-1469,2018-04-04,2018-04-02
CVE-2018-1470,2018-07-20,2018-07-17
CVE-2018-1473,2018-04-27,2018-04-24
CVE-2018-1474,2018-12-12,2018-12-10
CVE-2018-1475,2018-04-27,2018-04-24
CVE-2018-1476,2018-12-12,2018-12-10
CVE-2018-1478,2018-12-12,2018-12-10
CVE-2018-1479,2018-04-27,2018-04-24
CVE-2018-1480,2018-12-12,2018-12-10
CVE-2018-1481,2018-12-12,2018-12-10
CVE-2018-1483,2018-04-11,2018-04-06
CVE-2018-1484,2018-12-12,2018-12-10
CVE-2018-1485,2018-12-12,2018-12-10
CVE-2018-1487,2018-07-10,2018-07-09
CVE-2018-1488,2018-05-25,2018-05-22
CVE-2018-1492,2018-07-10,2018-07-06
CVE-2018-1494,2018-07-06,2018-07-02
CVE-2018-1495,2018-05-29,2018-05-11
CVE-2018-1496,2018-05-31,2018-05-29
CVE-2018-1498,2018-10-02,2018-09-27
CVE-2018-1501,2020-08-26,2020-08-24
CVE-2018-1502,2018-05-01,2018-04-20
CVE-2018-1503,2018-07-23,2018-07-20
CVE-2018-1504,2018-12-06,2018-12-05
CVE-2018-1505,2018-12-06,2018-12-05
CVE-2018-1507,2018-06-27,2018-06-21
CVE-2018-1509,2018-10-02,2018-09-28
CVE-2018-1513,2018-07-23,2018-07-18
CVE-2018-1514,2018-06-07,2018-05-30
CVE-2018-1515,2018-05-25,2018-05-22
CVE-2018-1517,2018-08-20,2018-08-16
CVE-2018-1518,2018-10-18,2018-10-16
CVE-2018-1521,2018-07-10,2018-07-06
CVE-2018-1522,2018-10-02,2018-10-01
CVE-2018-1523,2018-07-10,2018-07-06
CVE-2018-1524,2018-08-03,2018-07-31
CVE-2018-1525,2018-12-06,2018-12-05
CVE-2018-1528,2018-08-06,2018-07-31
CVE-2018-1532,2018-05-31,2018-04-30
CVE-2018-1533,2018-10-12,2018-10-10
CVE-2018-1534,2018-10-12,2018-10-10
CVE-2018-1535,2018-07-19,2018-07-16
CVE-2018-1536,2018-07-19,2018-07-16
CVE-2018-1539,2018-09-25,2018-09-20
CVE-2018-1541,2018-10-24,2018-10-19
CVE-2018-1542,2018-07-06,2018-07-02
CVE-2018-1543,2018-06-27,2018-06-22
CVE-2018-1544,2018-05-25,2018-05-22
CVE-2018-1545,2018-09-26,2018-09-24
CVE-2018-1546,2018-07-06,2018-07-02
CVE-2018-1547,2018-06-07,2018-05-30
CVE-2018-1548,2018-07-09,2018-07-03
CVE-2018-1549,2018-07-10,2018-07-06
CVE-2018-1550,2018-09-26,2018-09-24
CVE-2018-1551,2018-08-06,2018-07-31
CVE-2018-1552,2018-11-02,2018-10-30
CVE-2018-1553,2018-06-27,2018-06-21
CVE-2018-1554,2018-08-02,2018-07-30
CVE-2018-1555,2018-07-06,2018-07-02
CVE-2018-1556,2018-07-06,2018-07-02
CVE-2018-1557,2018-10-02,2018-10-01
CVE-2018-1558,2018-10-02,2018-09-27
CVE-2018-1560,2018-09-25,2018-09-20
CVE-2018-1563,2018-07-20,2018-07-18
CVE-2018-1564,2018-07-20,2018-07-17
CVE-2018-1565,2018-05-25,2018-05-22
CVE-2018-1566,2018-07-10,2018-07-06
CVE-2018-1567,2018-09-07,2018-09-05
CVE-2018-1568,2018-12-05,2018-12-03
CVE-2018-1571,2018-09-11,2018-09-10
CVE-2018-1583,2018-05-22,2018-05-18
CVE-2018-1584,2018-11-28,2018-11-26
CVE-2018-1585,2018-07-19,2018-07-16
CVE-2018-1587,2018-07-19,2018-07-16
CVE-2018-1588,2018-09-25,2018-09-20
CVE-2018-1593,2018-10-02,2018-05-29
CVE-2018-1595,2018-08-01,2018-07-23
CVE-2018-1599,2018-08-22,2018-07-09
CVE-2018-1600,2018-06-04,2018-05-24
CVE-2018-1601,2018-10-02,2018-10-01
CVE-2018-1602,2018-10-04,2018-10-01
CVE-2018-1603,2018-10-04,2018-10-01
CVE-2018-1604,2018-10-04,2018-10-01
CVE-2018-1605,2018-10-02,2018-10-01
CVE-2018-1606,2018-11-06,2018-11-02
CVE-2018-1607,2018-09-25,2018-09-20
CVE-2018-1608,2019-05-01,2019-04-29
CVE-2018-1610,2018-09-26,2018-09-21
CVE-2018-1612,2018-07-17,2018-06-06
CVE-2018-1614,2018-06-26,2018-06-21
CVE-2018-1618,2019-04-02,2019-03-29
CVE-2018-1621,2018-07-06,2018-06-28
CVE-2018-1622,2019-04-02,2019-03-29
CVE-2018-1623,2019-04-02,2019-03-29
CVE-2018-1625,2019-04-02,2019-03-29
CVE-2018-1626,2019-04-02,2019-03-29
CVE-2018-1630,2019-08-20,2019-08-07
CVE-2018-1631,2019-08-20,2019-08-07
CVE-2018-1632,2019-08-20,2019-08-07
CVE-2018-1633,2019-08-20,2019-08-07
CVE-2018-1634,2019-08-20,2019-08-07
CVE-2018-1635,2019-08-20,2019-08-07
CVE-2018-1636,2019-08-20,2019-08-07
CVE-2018-1638,2018-07-31,2018-07-26
CVE-2018-1639,2018-11-16,2018-11-14
CVE-2018-1640,2019-04-02,2019-03-29
CVE-2018-1643,2018-11-15,2018-11-12
CVE-2018-1644,2018-08-27,2018-08-23
CVE-2018-1647,2018-10-05,2018-10-03
CVE-2018-1649,2018-10-05,2018-10-03
CVE-2018-1650,2018-12-05,2018-12-03
CVE-2018-1652,2018-12-11,2018-12-10
CVE-2018-1653,2018-12-13,2018-12-11
CVE-2018-1654,2018-12-11,2018-12-06
CVE-2018-1656,2018-08-20,2018-08-16
CVE-2018-1657,2019-01-04,2019-01-02
CVE-2018-1658,2019-03-14,2019-03-08
CVE-2018-1659,2018-09-25,2018-09-20
CVE-2018-1660,2018-09-27,2018-09-25
CVE-2018-1661,2018-12-20,2018-12-12
CVE-2018-1663,2018-12-07,2018-12-05
CVE-2018-1664,2018-09-25,2018-09-20
CVE-2018-1665,2018-12-13,2018-12-11
CVE-2018-1666,2019-02-07,2019-01-11
CVE-2018-1667,2018-12-13,2018-12-11
CVE-2018-1668,2019-01-29,2019-01-11
CVE-2018-1669,2018-09-25,2018-09-20
CVE-2018-1670,2018-10-04,2018-10-02
CVE-2018-1672,2018-10-01,2018-09-25
CVE-2018-1673,2018-10-12,2018-09-25
CVE-2018-1674,2018-09-20,2018-09-19
CVE-2018-1675,2019-02-04,2018-11-28
CVE-2018-1676,2018-07-06,2018-06-27
CVE-2018-1677,2018-12-20,2018-12-12
CVE-2018-1679,2018-07-20,2018-07-17
CVE-2018-1680,2019-04-02,2019-03-29
CVE-2018-1682,2019-12-30,2019-12-20
CVE-2018-1683,2018-09-26,2018-09-21
CVE-2018-1684,2018-11-08,2018-11-07
CVE-2018-1686,2018-10-05,2018-10-03
CVE-2018-1688,2019-03-14,2019-03-08
CVE-2018-1690,2018-08-07,2018-08-03
CVE-2018-1691,2018-10-02,2018-10-01
CVE-2018-1692,2018-10-02,2018-10-01
CVE-2018-1694,2018-11-06,2018-11-02
CVE-2018-1695,2018-09-06,2018-09-04
CVE-2018-1697,2018-12-05,2018-12-03
CVE-2018-1698,2018-09-13,2018-09-11
CVE-2018-1699,2018-08-24,2018-08-22
CVE-2018-1701,2019-02-15,2018-10-16
CVE-2018-1702,2018-09-28,2018-08-03
CVE-2018-1704,2018-09-28,2018-08-01
CVE-2018-1705,2018-08-28,2018-08-01
CVE-2018-1706,2018-10-11,2018-08-01
CVE-2018-1708,2018-10-11,2018-08-01
CVE-2018-1710,2018-09-21,2018-09-18
CVE-2018-1711,2018-09-21,2018-09-18
CVE-2018-1712,2018-08-16,2018-08-15
CVE-2018-1715,2018-08-16,2018-08-14
CVE-2018-1716,2018-09-27,2018-09-25
CVE-2018-1718,2018-07-31,2018-07-26
CVE-2018-1719,2018-09-14,2018-09-12
CVE-2018-1720,2019-04-25,2019-04-20
CVE-2018-1721,2019-11-08,2019-11-05
CVE-2018-1722,2018-08-24,2018-08-23
CVE-2018-1723,2018-10-05,2018-10-04
CVE-2018-1724,2018-10-11,2018-10-07
